area,area_code,region,lwda_code,cluster_code,cluster,pathway_code,pathway,soc_code,soc_title,jobs_estimate_year,num_jobs_estimate,annual_openings,income_year,mean_income,median_income,jobs_projection_year,num_jobs_projected,num_jobs_projected_change,fraction_change_jobs,fraction_change_us,predominant_education_level,training,work_experience,predominant_occ_prep_combo,nontrad_year,nontrad_status
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291071,Physician Assistants,2018,48,4,2018,84540,93764,2028,59,11,0.2291666716337204,0.311,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291122,Occupational Therapists,2018,56,3,2018,94785,97530,2028,61,5,0.0892857164144516,0.179,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291123,Physical Therapists,2018,126,7,2018,85906,84180,2028,143,17,0.1349206417798996,0.21899999999999997,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291126,Respiratory Therapists,2018,99,8,2018,43574,41801,2028,114,15,0.1515151560306549,0.20800000000000002,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291127,Speech-Language Pathologists,2018,70,7,2018,76587,76804,2028,85,15,0.2142857164144516,0.273,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291141,Registered Nurses,2018,935,60,2018,53374,52558,2028,1019,84,0.08983957022428513,0.121,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,291171,Nurse Practitioners,2018,109,8,2018,99379,95342,2028,130,21,0.19266055524349213,0.282,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,292021,Dental Hygienists,2018,63,5,2018,59747,60090,2028,65,2,0.0317460335791111,0.10800000000000001,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,292052,Pharmacy Technicians,2018,346,28,2018,24301,22968,2028,348,2,0.005780346691608429,0.075,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,292061,Licensed Practical and Licensed Vocational Nurses,2018,640,53,2018,36584,35470,2028,673,33,0.05156249925494194,0.107,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,311011,Home Health Aides,2018,320,47,2018,19294,19267,2028,390,70,0.21875,0.366,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,311014,Nursing Assistants,2018,588,74,2018,24635,24219,2028,634,46,0.07823128998279572,0.08900000000000001,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,312021,Physical Therapist Assistants,2018,80,12,2018,62734,62516,2028,92,12,0.15000000596046448,0.271,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,8,Health Science,8.1,Therapeutic Services,319092,Medical Assistants,2018,159,21,2018,26654,24472,2028,182,23,0.14465409517288208,0.226,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,NA,NA,NA,NA,2018,3390,599,2018,NA,NA,2028,3463,73,0.021533923223614693,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,NA,NA,2018,3390,599,2018,NA,NA,2028,3463,73,0.021533923223614693,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,351011,Chefs and Head Cooks,2018,12,1,2018,59294,62324,2028,12,0,0,0.111,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,351012,First-Line Supervisors of Food Preparation and Serving Workers,2018,473,73,2018,29861,27217,2028,475,2,0.004228329751640558,0.10800000000000001,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352012,"Cooks, Institution and Cafeteria",2018,246,33,2018,22489,20782,2028,234,-12,-0.04878048598766327,0.046,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352021,Food Preparation Workers,2018,261,45,2018,18503,18424,2028,256,-5,-0.019157087430357933,0.08199999999999999,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",2018,1918,361,2018,19287,19072,2028,2017,99,0.05161626636981964,0.17300000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353031,Waiters and Waitresses,2018,386,70,2018,19372,19110,2028,366,-20,-0.05181347206234932,0.065,Less than HS,Training/Certification,NA,Less than HS & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353041,"Food Servers, Nonrestaurant",2018,94,16,2018,20921,19919,2028,103,9,0.09574468433856964,0.076,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,NA,NA,NA,NA,2018,2872,386,2018,NA,NA,2028,3109,237,0.08252089470624924,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.2,Counseling and Mental Health Services,NA,NA,2018,667,70,2018,NA,NA,2028,692,25,0.03748125955462456,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.2,Counseling and Mental Health Services,193031,"Clinical, Counseling, and School Psychologists",2018,39,3,2018,85708,69097,2028,38,-1,-0.025641025975346565,0.147,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.2,Counseling and Mental Health Services,211015,Rehabilitation Counselors,2018,46,5,2018,48067,45166,2028,48,2,0.043478261679410934,0.098,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.2,Counseling and Mental Health Services,211018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2018,446,49,2018,38452,37080,2028,466,20,0.044843047857284546,0.225,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.2,Counseling and Mental Health Services,211023,Mental Health and Substance Abuse Social Workers,2018,136,13,2018,40113,38045,2028,140,4,0.029411764815449715,0.17800000000000002,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.1,Early Childhood Development and Services,NA,NA,2018,189,19,2018,NA,NA,2028,141,-48,-0.2539682686328888,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.1,Early Childhood Development and Services,399011,Childcare Workers,2018,189,19,2018,21358,19162,2028,141,-48,-0.2539682686328888,0.024,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.3,Family and Community Services,NA,NA,2018,729,80,2018,NA,NA,2028,746,17,0.023319615051150322,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.3,Family and Community Services,119151,Social and Community Service Managers,2018,79,6,2018,65056,63312,2028,80,1,0.012658228166401386,0.13,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.3,Family and Community Services,211021,"Child, Family, and School Social Workers",2018,285,27,2018,40606,38280,2028,284,-1,-0.003508772002533078,0.073,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.3,Family and Community Services,211093,Social and Human Service Assistants,2018,365,47,2018,25563,23855,2028,382,17,0.04657534137368202,0.126,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.4,Personal Care Services,NA,NA,2018,1287,217,2018,NA,NA,2028,1530,243,0.18881118297576904,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.4,Personal Care Services,391021,First-Line Supervisors of Personal Service Workers,2018,75,7,2018,31742,29380,2028,79,4,0.053333334624767303,0.114,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.4,Personal Care Services,399021,Personal Care Aides,2018,1171,202,2018,19067,18995,2028,1405,234,0.19982920587062836,0.364,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,10,Human Services,10.4,Personal Care Services,399031,Fitness Trainers and Aerobics Instructors,2018,41,8,2018,20616,19337,2028,46,5,0.12195122241973877,0.128,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,NA,NA,NA,NA,2018,1029,114,2018,NA,NA,2028,1295,266,0.25850340723991394,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.2,Information Support and Services,NA,NA,2018,360,43,2018,NA,NA,2028,444,84,0.23333333432674408,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.2,Information Support and Services,151141,Database Administrators,2018,29,4,2018,63496,60985,2028,35,6,0.2068965584039688,0.09,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.2,Information Support and Services,151151,Computer User Support Specialists,2018,331,39,2018,40098,38428,2028,409,78,0.23564954102039337,0.106,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.1,Network Systems,NA,NA,2018,143,11,2018,NA,NA,2028,160,17,0.11888112127780914,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.1,Network Systems,151142,Network and Computer Systems Administrators,2018,82,5,2018,61396,58943,2028,86,4,0.04878048598766327,0.047,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.1,Network Systems,151143,Computer Network Architects,2018,17,1,2018,97933,79173,2028,20,3,0.1764705926179886,0.053,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.1,Network Systems,151152,Computer Network Support Specialists,2018,44,5,2018,53649,55613,2028,54,10,0.22727273404598236,0.064,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.4,Programming and Software Development,NA,NA,2018,526,60,2018,NA,NA,2028,691,165,0.3136882185935974,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.4,Programming and Software Development,151121,Computer Systems Analysts,2018,316,35,2018,63298,59480,2028,407,91,0.28797468543052673,0.08800000000000001,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.4,Programming and Software Development,151131,Computer Programmers,2018,17,1,2018,65550,49643,2028,16,-1,-0.05882352963089943,-0.07200000000000001,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,11,Information Technology,11.4,Programming and Software Development,151132,"Software Developers, Applications",2018,193,24,2018,71922,64688,2028,268,75,0.38860103487968445,0.256,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",NA,NA,NA,NA,2018,3857,296,2018,NA,NA,2028,3603,-254,-0.06585428863763809,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.1,Correction Services,NA,NA,2018,2128,149,2018,NA,NA,2028,1898,-230,-0.10808270424604416,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.1,Correction Services,211092,Probation Officers and Correctional Treatment Specialists,2018,183,14,2018,41577,39206,2028,176,-7,-0.0382513664662838,0.033,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.1,Correction Services,331011,First-Line Supervisors of Correctional Officers,2018,277,15,2018,51205,47759,2028,244,-33,-0.11913357675075531,-0.075,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.1,Correction Services,333012,Correctional Officers and Jailers,2018,1668,120,2018,40260,36944,2028,1478,-190,-0.11390887200832367,-0.07200000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.2,Emergency and Fire Management Services,NA,NA,2018,433,37,2018,NA,NA,2028,467,34,0.07852193713188171,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.2,Emergency and Fire Management Services,292041,Emergency Medical Technicians and Paramedics,2018,222,20,2018,26292,23904,2028,258,36,0.1621621549129486,0.071,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.2,Emergency and Fire Management Services,332011,Firefighters,2018,117,8,2018,21111,20850,2028,116,-1,-0.008547008968889713,0.053,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.2,Emergency and Fire Management Services,435031,"Police, Fire, and Ambulance Dispatchers",2018,94,9,2018,28661,27924,2028,93,-1,-0.010638297535479069,0.055,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.4,Law Enforcement Services,NA,NA,2018,591,39,2018,NA,NA,2028,570,-21,-0.03553299605846405,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.4,Law Enforcement Services,331012,First-Line Supervisors of Police and Detectives,2018,42,3,2018,63034,60876,2028,41,-1,-0.02380952425301075,0.048,High School Diploma,Training/Certification,Work Experience,HS Diploma & Training/Certification & Work Experience,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.4,Law Enforcement Services,333021,Detectives and Criminal Investigators,2018,51,3,2018,58930,55869,2028,49,-2,-0.03921568766236305,0.025,Bachelor's Degree,Training/Certification,Work Experience,Bachelor's Degree & Training/Certification & Work Experience,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.4,Law Enforcement Services,333051,Police and Sheriff's Patrol Officers,2018,486,32,2018,41764,39583,2028,469,-17,-0.03497942537069321,0.05,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.4,Law Enforcement Services,339011,Animal Control Workers,2018,12,1,2018,36062,35955,2028,11,-1,-0.0833333358168602,0.057999999999999996,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.5,Legal Services,NA,NA,2018,331,17,2018,NA,NA,2028,291,-40,-0.12084592133760452,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.5,Legal Services,231011,Lawyers,2018,231,8,2018,139817,95196,2028,202,-29,-0.12554112076759338,0.061,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.5,Legal Services,232011,Paralegals and Legal Assistants,2018,100,9,2018,35286,34698,2028,89,-11,-0.10999999940395355,0.12,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,M
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.3,Security and Protective Services,NA,NA,2018,374,54,2018,NA,NA,2028,377,3,0.008021390065550804,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.3,Security and Protective Services,339032,Security Guards,2018,272,35,2018,25839,25571,2028,275,3,0.011029412038624287,0.035,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.3,Security and Protective Services,339091,Crossing Guards,2018,78,13,2018,24357,24080,2028,77,-1,-0.012820512987673283,0.055999999999999994,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,12,"Law, Public Safety, Corrections, and Security",12.3,Security and Protective Services,339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2018,24,6,2018,18864,18751,2028,25,1,0.0416666679084301,0.07,Less than HS,Training/Certification,NA,Less than HS & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,NA,NA,NA,NA,2018,2465,240,2018,NA,NA,2028,2224,-241,-0.09776876121759415,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.5,Logistics and Inventory Control,NA,NA,2018,208,19,2018,NA,NA,2028,193,-15,-0.07211538404226303,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.5,Logistics and Inventory Control,435061,"Production, Planning, and Expediting Clerks",2018,49,5,2018,44219,44386,2028,46,-3,-0.06122449040412903,0.042,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.5,Logistics and Inventory Control,435071,"Shipping, Receiving, and Traffic Clerks",2018,159,14,2018,35398,35689,2028,147,-12,-0.07547169923782349,-0.01,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.3,"Maintenance, Installation, and Repair",NA,NA,2018,284,25,2018,NA,NA,2028,266,-18,-0.06338027864694595,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.3,"Maintenance, Installation, and Repair",492011,"Computer, Automated Teller, and Office Machine Repairers",2018,14,1,2018,38951,36833,2028,11,-3,-0.2142857164144516,-0.015,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.3,"Maintenance, Installation, and Repair",499041,Industrial Machinery Mechanics,2018,215,18,2018,43251,41638,2028,202,-13,-0.060465116053819656,0.051,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.3,"Maintenance, Installation, and Repair",499091,"Coin, Vending, and Amusement Machine Servicers and Repairers",2018,24,3,2018,26973,24814,2028,24,0,0,0.004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.3,"Maintenance, Installation, and Repair",499099,"Installation, Maintenance, and Repair Workers, All Other",2018,31,3,2018,38061,38312,2028,29,-2,-0.06451612710952759,0.059000000000000004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.2,Manufacturing Production Process Development,NA,NA,2018,113,10,2018,NA,NA,2028,110,-3,-0.02654867246747017,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.2,Manufacturing Production Process Development,113051,Industrial Production Managers,2018,29,3,2018,85067,82810,2028,29,0,0,0.006999999999999999,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.2,Manufacturing Production Process Development,172112,Industrial Engineers,2018,41,3,2018,74347,65896,2028,42,1,0.024390242993831635,0.083,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.2,Manufacturing Production Process Development,173013,Mechanical Drafters,2018,21,2,2018,43379,46023,2028,18,-3,-0.1428571492433548,-0.069,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.2,Manufacturing Production Process Development,194031,Chemical Technicians,2018,22,2,2018,40018,37832,2028,21,-1,-0.04545454680919647,0.017,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,NA,NA,2018,1740,176,2018,NA,NA,2028,1568,-172,-0.09885057806968689,NA,NA,NA,NA,NA,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,511011,First-Line Supervisors of Production and Operating Workers,2018,208,19,2018,58985,52912,2028,196,-12,-0.057692307978868484,-0.002,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,512028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",2018,51,6,2018,30014,25934,2028,50,-1,-0.019607843831181526,-0.03,High School Diploma,NA,NA,HS Diploma,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,512041,Structural Metal Fabricators and Fitters,2018,74,6,2018,36512,37306,2028,61,-13,-0.1756756752729416,-0.146,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,512098,"Assemblers and Fabricators, All Other, Including Team Assemblers",2018,272,22,2018,32149,31571,2028,212,-60,-0.22058823704719543,-0.11800000000000001,High School Diploma,NA,NA,HS Diploma,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,514031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2018,60,5,2018,30823,30667,2028,54,-6,-0.10000000149011612,-0.085,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,514033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2018,18,2,2018,35205,34483,2028,15,-3,-0.1666666716337204,-0.095,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,514041,Machinists,2018,123,12,2018,41569,39650,2028,126,3,0.024390242993831635,0.025,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,F
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,514121,"Welders, Cutters, Solderers, and Brazers",2018,311,33,2018,37468,36657,2028,298,-13,-0.041800644248723984,0.034,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,514122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2018,101,9,2018,40484,40931,2028,91,-10,-0.09900990128517151,-0.077,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,517041,"Sawing Machine Setters, Operators, and Tenders, Wood",2018,91,10,2018,29909,28537,2028,86,-5,-0.05494505539536476,-0.013999999999999999,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Southwestern Virginia (LWDA I),441,Southwestern Virginia,I,13,Manufacturing,13.1,Production,519121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2018,51,6,2018,31973,31593,2028,49,-2,-0.03921568766236305,-0.001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
