"","area_code","area","cluster_code","cluster","pathway_code","pathway","soc_code","soc_title","predominant_occ_prep_combo","predominant_education_level","training","work_experience","2020_nontrad_status","estimate","projection","change","fraction_change","fraction_change_us","annual_openings","mean_income","median_income","pathway_for_labels","pathway_for_labels_change"
"176","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439011","Computer Operators","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",767,574,-193,-0.251629739999771,-0.241,62,49830,50340,"Administrative
Support","Administrative Support
(-25.2%)"
"177","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439021","Data Entry Keyers","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"N",3257,2513,-744,-0.228431075811386,-0.232,259,34620,34100,"Administrative
Support","Administrative Support
(-22.8%)"
"178","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439022","Word Processors and Typists","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"No data",670,458,-212,-0.316417902708054,-0.338,48,42290,41720,"Administrative
Support","Administrative Support
(-31.6%)"
"179","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439061","Office Clerks, General","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",78686,76403,-2283,-0.0290140565484762,-0.035,9054,34940,32400,"Administrative
Support","Administrative Support
(-2.9%)"
"180","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439071","Office Machine Operators, Except Computer","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"No data",1177,1042,-135,-0.114698387682438,-0.128,128,35060,35160,"Administrative
Support","Administrative Support
(-11.5%)"
"181","0","Virginia","4","Business Management and Administration","4.5","Administrative Support","439199","Office and Administrative Support Workers, All Other","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",6061,6350,289,0.0476819016039371,0.058,751,41880,39970,"Administrative
Support","Administrative Support
(4.8%)"
"182","0","Virginia","5","Education and Training",NA,NA,NA,NA,NA,NA,NA,NA,"No data",218812,228869,10057,0.0459618307650089,NA,20768,NA,NA,NA,"NA
(4.6%)"
"183","0","Virginia","5","Education and Training","5.0999999046325684","Administration and Administrative Support",NA,NA,NA,NA,NA,NA,"No data",12157,12737,580,0.0477091372013092,NA,1023,NA,NA,"Administration
and
Administrative
Support","Administration and Administrative Support
(4.8%)"
"184","0","Virginia","5","Education and Training","5.0999999046325684","Administration and Administrative Support","119031","Education Administrators, Preschool and Childcare Center/Program","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",1085,1154,69,0.0635944679379463,0.072,94,56147,54903,"Administration
and
Administrative
Support","Administration and Administrative Support
(6.4%)"
"185","0","Virginia","5","Education and Training","5.0999999046325684","Administration and Administrative Support","119032","Education Administrators, Elementary and Secondary School","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",6875,7123,248,0.0360727272927761,0.041,567,97279,93874,"Administration
and
Administrative
Support","Administration and Administrative Support
(3.6%)"
"186","0","Virginia","5","Education and Training","5.0999999046325684","Administration and Administrative Support","119033","Education Administrators, Postsecondary","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",2805,2990,185,0.0659536570310593,0.07,243,115434,99205,"Administration
and
Administrative
Support","Administration and Administrative Support
(6.6%)"
"187","0","Virginia","5","Education and Training","5.0999999046325684","Administration and Administrative Support","119039","Education Administrators, All Other","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",1392,1470,78,0.0560344830155373,0.078,119,106331,107320,"Administration
and
Administrative
Support","Administration and Administrative Support
(5.6%)"
"188","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services",NA,NA,NA,NA,NA,NA,"No data",24543,26286,1743,0.07101821154356,NA,2809,NA,NA,"Professional
Support
Services","Professional Support Services
(7.1%)"
"189","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","211012","Educational, Guidance, School, and Vocational Counselors","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"M",7347,7956,609,0.082890972495079,0.084,844,66366,61737,"Professional
Support
Services","Professional Support Services
(8.3%)"
"190","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","254011","Archivists","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",153,167,14,0.091503269970417,0.094,18,56365,54218,"Professional
Support
Services","Professional Support Services
(9.2%)"
"191","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","254021","Librarians","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"M",4090,4307,217,0.0530562363564968,0.063,440,70690,64412,"Professional
Support
Services","Professional Support Services
(5.3%)"
"192","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","254031","Library Technicians","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"No data",2497,2395,-102,-0.0408490188419819,-0.03,366,36596,34816,"Professional
Support
Services","Professional Support Services
(-4.1%)"
"193","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","259011","Audio-Visual and Multimedia Collections Specialists","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",271,282,11,0.0405904054641724,0.047,27,59366,56568,"Professional
Support
Services","Professional Support Services
(4.1%)"
"194","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","259031","Instructional Coordinators","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",5771,6212,441,0.0764165669679642,0.063,601,77028,73152,"Professional
Support
Services","Professional Support Services
(7.6%)"
"195","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","259099","Education, Training, and Library Workers, All Other","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1844,1931,87,0.0471800416707993,0.057,185,46547,40635,"Professional
Support
Services","Professional Support Services
(4.7%)"
"196","0","Virginia","5","Education and Training","5.1999998092651367","Professional Support Services","273091","Interpreters and Translators","Bachelor's Degree","Bachelor's Degree",NA,NA,"N",2570,3036,466,0.18132296204567,0.192,328,72002,72012,"Professional
Support
Services","Professional Support Services
(18.1%)"
"197","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training",NA,NA,NA,NA,NA,NA,"No data",182112,189846,7734,0.0424683727324009,NA,16936,NA,NA,"Teaching/
Training","Teaching/Training
(4.2%)"
"198","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251021","Computer Science Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1481,1535,54,0.0364618487656116,0.042,130,92462,71941,"Teaching/
Training","Teaching/Training
(3.6%)"
"199","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251022","Mathematical Science Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1981,2026,45,0.022715799510479,0.029,170,69835,60668,"Teaching/
Training","Teaching/Training
(2.3%)"
"200","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251031","Architecture Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",141,151,10,0.0709219872951508,0.077,13,83387,78086,"Teaching/
Training","Teaching/Training
(7.1%)"
"201","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251032","Engineering Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",828,916,88,0.106280192732811,0.112,81,NA,NA,"Teaching/
Training","Teaching/Training
(10.6%)"
"202","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251041","Agricultural Sciences Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",655,680,25,0.0381679385900497,0.043,58,NA,NA,"Teaching/
Training","Teaching/Training
(3.8%)"
"203","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251042","Biological Science Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1814,2007,193,0.106394708156586,0.117,177,83377,70608,"Teaching/
Training","Teaching/Training
(10.6%)"
"204","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251051","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",487,505,18,0.0369609855115414,0.043,43,94935,86165,"Teaching/
Training","Teaching/Training
(3.7%)"
"205","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251052","Chemistry Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",799,846,47,0.0588235296308994,0.063,73,79521,68238,"Teaching/
Training","Teaching/Training
(5.9%)"
"206","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251054","Physics Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",400,424,24,0.0599999986588955,0.065,36,85371,74118,"Teaching/
Training","Teaching/Training
(6.0%)"
"207","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251062","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",249,265,16,0.064257025718689,0.07,24,78290,67373,"Teaching/
Training","Teaching/Training
(6.4%)"
"208","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251063","Economics Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",429,461,32,0.0745920762419701,0.079,39,103054,94406,"Teaching/
Training","Teaching/Training
(7.5%)"
"209","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251064","Geography Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",213,222,9,0.0422535203397274,0.046,19,NA,NA,"Teaching/
Training","Teaching/Training
(4.2%)"
"210","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251065","Political Science Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",820,878,58,0.0707317069172859,0.076,76,NA,NA,"Teaching/
Training","Teaching/Training
(7.1%)"
"211","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251066","Psychology Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1175,1305,130,0.110638298094273,0.117,116,77089,68095,"Teaching/
Training","Teaching/Training
(11.1%)"
"212","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251067","Sociology Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",414,437,23,0.0555555559694767,0.063,38,74993,67963,"Teaching/
Training","Teaching/Training
(5.6%)"
"213","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251069","Social Sciences Teachers, Postsecondary, All Other","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",119,120,1,0.00840336177498102,0.014,10,82370,66986,"Teaching/
Training","Teaching/Training
(0.8%)"
"214","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251072","Nursing Instructors and Teachers, Postsecondary","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",1450,1733,283,0.195172414183617,0.2,160,71768,68716,"Teaching/
Training","Teaching/Training
(19.5%)"
"215","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251111","Criminal Justice and Law Enforcement Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",449,482,33,0.0734966620802879,0.081,41,NA,NA,"Teaching/
Training","Teaching/Training
(7.3%)"
"216","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251113","Social Work Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",305,326,21,0.068852461874485,0.077,28,NA,NA,"Teaching/
Training","Teaching/Training
(6.9%)"
"217","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251123","English Language and Literature Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",2260,2342,82,0.0362831875681877,0.041,199,62764,57504,"Teaching/
Training","Teaching/Training
(3.6%)"
"218","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251124","Foreign Language and Literature Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",915,983,68,0.0743169412016869,0.079,86,70049,61920,"Teaching/
Training","Teaching/Training
(7.4%)"
"219","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251125","History Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1005,1062,57,0.0567164197564125,0.063,91,73376,65969,"Teaching/
Training","Teaching/Training
(5.7%)"
"220","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251126","Philosophy and Religion Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",810,886,76,0.0938271582126617,0.097,78,73538,64952,"Teaching/
Training","Teaching/Training
(9.4%)"
"221","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251191","Graduate Teaching Assistants","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",2574,2703,129,0.0501165501773357,0.055,231,NA,NA,"Teaching/
Training","Teaching/Training
(5.0%)"
"222","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251193","Recreation and Fitness Studies Teachers, Postsecondary","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",788,819,31,0.0393401011824608,0.045,70,NA,NA,"Teaching/
Training","Teaching/Training
(3.9%)"
"223","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","251194","Vocational Education Teachers, Postsecondary","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",2311,2269,-42,-0.0181739497929811,-0.03,185,52783,51542,"Teaching/
Training","Teaching/Training
(-1.8%)"
"224","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252011","Preschool Teachers, Except Special Education","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",9941,10564,623,0.0626697540283203,0.071,1091,38540,31214,"Teaching/
Training","Teaching/Training
(6.3%)"
"225","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252012","Kindergarten Teachers, Except Special Education","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",3899,4021,122,0.0312900729477406,0.038,410,66691,61594,"Teaching/
Training","Teaching/Training
(3.1%)"
"226","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252021","Elementary School Teachers, Except Special Education","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",35455,36444,989,0.027894513681531,0.033,2750,68787,64138,"Teaching/
Training","Teaching/Training
(2.8%)"
"227","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252022","Middle School Teachers, Except Special and Career/Technical Education","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",16658,17145,487,0.029235202819109,0.035,1296,68034,63415,"Teaching/
Training","Teaching/Training
(2.9%)"
"228","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252023","Career/Technical Education Teachers, Middle School","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",288,295,7,0.0243055559694767,0.027,22,62215,59763,"Teaching/
Training","Teaching/Training
(2.4%)"
"229","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252031","Secondary School Teachers, Except Special and Career/Technical Education","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",26099,26883,784,0.0300394650548697,0.036,1934,69967,65104,"Teaching/
Training","Teaching/Training
(3.0%)"
"230","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252032","Career/Technical Education Teachers, Secondary School","Graduate / Professional Degree & Work experience","Graduate / Professional Degree",NA,"Work experience","No data",2617,2667,50,0.0191058460623026,0.022,190,66427,63344,"Teaching/
Training","Teaching/Training
(1.9%)"
"231","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252051","Special Education Teachers, Preschool","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",593,617,24,0.0404721759259701,0.077,47,67627,63313,"Teaching/
Training","Teaching/Training
(4.0%)"
"232","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252052","Special Education Teachers, Kindergarten and Elementary School","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",5720,5835,115,0.0201048944145441,0.028,446,67953,63832,"Teaching/
Training","Teaching/Training
(2.0%)"
"233","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252053","Special Education Teachers, Middle School","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",3062,3128,66,0.0215545389801264,0.027,239,74230,70415,"Teaching/
Training","Teaching/Training
(2.2%)"
"234","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252054","Special Education Teachers, Secondary School","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",4008,4123,115,0.028692614287138,0.03,317,62968,58776,"Teaching/
Training","Teaching/Training
(2.9%)"
"235","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","252059","Special Education Teachers, All Other","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",2181,2308,127,0.0582301691174507,0.075,181,79704,79277,"Teaching/
Training","Teaching/Training
(5.8%)"
"236","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","253011","Adult Basic and Secondary Education and Literacy Teachers and Instructors","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",1613,1451,-162,-0.100433975458145,-0.103,158,60404,55439,"Teaching/
Training","Teaching/Training
(-10.0%)"
"237","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","253021","Self-Enrichment Education Teachers","Bachelor's Degree & Work experience","Bachelor's Degree",NA,"Work experience","No data",6865,7832,967,0.140859425067902,0.118,934,43657,38102,"Teaching/
Training","Teaching/Training
(14.1%)"
"238","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","259021","Farm and Home Management Advisors","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",225,232,7,0.0311111118644476,0.045,23,NA,NA,"Teaching/
Training","Teaching/Training
(3.1%)"
"239","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","259041","Teacher Assistants","Some College / Associate Degree","Some College / Associate Degree",NA,NA,"M",30345,31326,981,0.032328225672245,0.04,3347,28488,26097,"Teaching/
Training","Teaching/Training
(3.2%)"
"240","0","Virginia","5","Education and Training","5.3000001907348633","Teaching/Training","272022","Coaches and Scouts","Bachelor's Degree","Bachelor's Degree",NA,NA,"N",7671,8592,921,0.120062574744225,0.105,1279,43077,33646,"Teaching/
Training","Teaching/Training
(12.0%)"
"241","0","Virginia","6","Finance",NA,NA,NA,NA,NA,NA,NA,NA,"No data",217441,229700,12259,0.0563785135746002,NA,23161,NA,NA,NA,"NA
(5.6%)"
"242","0","Virginia","6","Finance","6.0999999046325684","Securities and Investments",NA,NA,NA,NA,NA,NA,"No data",17057,18347,1290,0.0756287723779678,NA,1740,NA,NA,"Securities
and
Investments","Securities and Investments
(7.6%)"
"243","0","Virginia","6","Finance","6.0999999046325684","Securities and Investments","132052","Personal Financial Advisors","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"N",5930,6351,421,0.0709949433803558,0.07,506,123599,84832,"Securities
and
Investments","Securities and Investments
(7.1%)"
"244","0","Virginia","6","Finance","6.0999999046325684","Securities and Investments","132082","Tax Preparers","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"N",2117,2258,141,0.0666036829352379,0.056,263,34750,28226,"Securities
and
Investments","Securities and Investments
(6.7%)"
"245","0","Virginia","6","Finance","6.0999999046325684","Securities and Investments","413031","Securities, Commodities, and Financial Services Sales Agents","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"F",7861,8545,684,0.0870118290185928,0.042,845,93288,64778,"Securities
and
Investments","Securities and Investments
(8.7%)"
"246","0","Virginia","6","Finance","6.0999999046325684","Securities and Investments","434011","Brokerage Clerks","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"No data",1149,1193,44,0.0382941700518131,0.047,126,48950,47210,"Securities
and
Investments","Securities and Investments
(3.8%)"
"247","0","Virginia","6","Finance","6.1999998092651367","Business Finance",NA,NA,NA,NA,NA,NA,"No data",33957,38087,4130,0.121624410152435,NA,3316,NA,NA,"Business
Finance","Business Finance
(12.2%)"
"248","0","Virginia","6","Finance","6.1999998092651367","Business Finance","113031","Financial Managers","Bachelor's Degree & Work experience","Bachelor's Degree",NA,"Work experience","N",15974,18572,2598,0.162639290094376,0.16,1592,167208,150572,"Business
Finance","Business Finance
(16.3%)"
"249","0","Virginia","6","Finance","6.1999998092651367","Business Finance","132031","Budget Analysts","Bachelor's Degree","Bachelor's Degree",NA,NA,"N",3865,4236,371,0.0959896519780159,0.042,353,92763,91448,"Business
Finance","Business Finance
(9.6%)"
"250","0","Virginia","6","Finance","6.1999998092651367","Business Finance","132051","Financial Analysts","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",9064,9907,843,0.0930052921175957,0.062,889,99888,88227,"Business
Finance","Business Finance
(9.3%)"
"251","0","Virginia","6","Finance","6.1999998092651367","Business Finance","132099","Financial Specialists, All Other","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",5054,5372,318,0.0629204586148262,0.062,482,89511,84506,"Business
Finance","Business Finance
(6.3%)"
"252","0","Virginia","6","Finance","6.3000001907348633","Accounting",NA,NA,NA,NA,NA,NA,"No data",101535,104540,3005,0.0295957066118717,NA,11111,NA,NA,"Accounting","Accounting
(3.0%)"
"253","0","Virginia","6","Finance","6.3000001907348633","Accounting","132011","Accountants and Auditors","Bachelor's Degree","Bachelor's Degree",NA,NA,"N",45510,48819,3309,0.0727092921733856,0.064,4726,87299,77972,"Accounting","Accounting
(7.3%)"
"254","0","Virginia","6","Finance","6.3000001907348633","Accounting","433021","Billing and Posting Clerks","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",11269,12426,1157,0.102671042084694,0.103,1402,40570,38010,"Accounting","Accounting
(10.3%)"
"255","0","Virginia","6","Finance","6.3000001907348633","Accounting","433031","Bookkeeping, Accounting, and Auditing Clerks","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",44756,43295,-1461,-0.0326436683535576,-0.039,4983,43140,41270,"Accounting","Accounting
(-3.3%)"
"256","0","Virginia","6","Finance","6.4000000953674316","Insurance",NA,NA,NA,NA,NA,NA,"No data",26089,27728,1639,0.0628234148025513,NA,2684,NA,NA,"Insurance","Insurance
(6.3%)"
"257","0","Virginia","6","Finance","6.4000000953674316","Insurance","131031","Claims Adjusters, Examiners, and Investigators","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"No data",5278,5137,-141,-0.026714663952589,-0.042,426,64873,63099,"Insurance","Insurance
(-2.7%)"
"258","0","Virginia","6","Finance","6.4000000953674316","Insurance","131032","Insurance Appraisers, Auto Damage","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"No data",334,355,21,0.0628742501139641,0.045,31,71896,73589,"Insurance","Insurance
(6.3%)"
"259","0","Virginia","6","Finance","6.4000000953674316","Insurance","132053","Insurance Underwriters","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"N",2218,2165,-53,-0.023895401507616,-0.049,177,70286,65505,"Insurance","Insurance
(-2.4%)"
"260","0","Virginia","6","Finance","6.4000000953674316","Insurance","152011","Actuaries","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"No data",201,236,35,0.174129351973534,0.201,17,NA,NA,"Insurance","Insurance
(17.4%)"
"261","0","Virginia","6","Finance","6.4000000953674316","Insurance","413021","Insurance Sales Agents","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"N",11614,13058,1444,0.124332703649998,0.102,1343,62013,47475,"Insurance","Insurance
(12.4%)"
"262","0","Virginia","6","Finance","6.4000000953674316","Insurance","439041","Insurance Claims and Policy Processing Clerks","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",6444,6777,333,0.0516759790480137,0.042,690,42030,39960,"Insurance","Insurance
(5.2%)"
"263","0","Virginia","6","Finance","6.5","Banking Services",NA,NA,NA,NA,NA,NA,"No data",38803,40998,2195,0.0565677918493748,NA,4310,NA,NA,"Banking
Services","Banking Services
(5.7%)"
"264","0","Virginia","6","Finance","6.5","Banking Services","132041","Credit Analysts","Bachelor's Degree","Bachelor's Degree",NA,NA,"No data",1712,1867,155,0.0905373841524124,0.049,177,86739,81937,"Banking
Services","Banking Services
(9.1%)"
"265","0","Virginia","6","Finance","6.5","Banking Services","132061","Financial Examiners","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"No data",1914,2169,255,0.133228838443756,0.071,180,82263,73629,"Banking
Services","Banking Services
(13.3%)"
"266","0","Virginia","6","Finance","6.5","Banking Services","132072","Loan Officers","Bachelor's Degree & Training / Certification","Bachelor's Degree","Training / Certification",NA,"No data",10172,11702,1530,0.150412902235985,0.077,1068,81998,65097,"Banking
Services","Banking Services
(15.0%)"
"267","0","Virginia","6","Finance","6.5","Banking Services","433011","Bill and Account Collectors","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"N",6396,5934,-462,-0.072232648730278,-0.075,689,41060,38090,"Banking
Services","Banking Services
(-7.2%)"
"268","0","Virginia","6","Finance","6.5","Banking Services","433071","Tellers","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",10689,10230,-459,-0.0429413430392742,-0.122,1215,31220,30710,"Banking
Services","Banking Services
(-4.3%)"
"269","0","Virginia","6","Finance","6.5","Banking Services","434131","Loan Interviewers and Clerks","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"M",7920,9096,1176,0.148484855890274,0.086,981,42990,41330,"Banking
Services","Banking Services
(14.8%)"
"270","0","Virginia","7","Government and Public Administration",NA,NA,NA,NA,NA,NA,NA,NA,"No data",27637,29161,1524,0.0551434680819511,NA,2732,NA,NA,NA,"NA
(5.5%)"
"271","0","Virginia","7","Government and Public Administration","7.0999999046325684","Governance",NA,NA,NA,NA,NA,NA,"No data",475,506,31,0.0652631595730782,NA,40,NA,NA,"Governance","Governance
(6.5%)"
"272","0","Virginia","7","Government and Public Administration","7.0999999046325684","Governance","111031","Legislators","Bachelor's Degree & Work experience","Bachelor's Degree",NA,"Work experience","No data",475,506,31,0.0652631595730782,0.052,40,33537,19317,"Governance","Governance
(6.5%)"
"273","0","Virginia","7","Government and Public Administration","7.1999998092651367","National Security",NA,NA,NA,NA,NA,NA,"No data",1951,1998,47,0.0240902099758387,NA,191,NA,NA,"National
Security","National Security
(2.4%)"
"274","0","Virginia","7","Government and Public Administration","7.1999998092651367","National Security","339093","Transportation Security Screeners","Some College / Associate Degree & Training / Certification","Some College / Associate Degree","Training / Certification",NA,"No data",1951,1998,47,0.0240902099758387,0.011,191,42274,43172,"National
Security","National Security
(2.4%)"
"275","0","Virginia","7","Government and Public Administration","7.3","Foreign Service",NA,NA,NA,NA,NA,NA,"No data",NA,NA,NA,NA,NA,NA,NA,NA,"Foreign
Service","Foreign Service
(NA%)"
"276","0","Virginia","7","Government and Public Administration","7.4000000953674316","Planning",NA,NA,NA,NA,NA,NA,"No data",1396,1552,156,0.111747853457928,NA,153,NA,NA,"Planning","Planning
(11.2%)"
"277","0","Virginia","7","Government and Public Administration","7.4000000953674316","Planning","193051","Urban and Regional Planners","Graduate / Professional Degree","Graduate / Professional Degree",NA,NA,"No data",1396,1552,156,0.111747853457928,0.107,153,75054,71595,"Planning","Planning
(11.2%)"
