Area Code,Area,Cluster Code,Cluster,Pathway Code,Pathway,SOC Code,SOC Title,Predominant Occ Prep Combo,Predominant Education Level,Training,Work Experience,2020 Nontrad Status,2018 Estimate,2028 Projection,2018-28 Change,Percent Change,Percent Change-US,Annual Openings,2018 Mean Income,2018 Median Income,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.1,Administration and Administrative Support,119033,"Education Administrators, Postsecondary",Graduate/Professional Degree & Work Experience,Graduate/Professional Degree,.,Work Experience,No data,195,206,11,5.6%,7.0%,16,"$157,446","$130,148",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.1,Administration and Administrative Support,119039,"Education Administrators, All Other",Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,No data,30,32,2,6.7%,7.8%,3,"$100,526","$97,778",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,.,.,.,.,.,.,.,"1,528","1,605",77,5.0%,.,169,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,211012,"Educational, Guidance, School, and Vocational Counselors",Graduate/Professional Degree,Graduate/Professional Degree,.,.,M,462,496,34,7.4%,8.4%,53,"$64,929","$62,412",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,254021,Librarians,Bachelor's Degree,Bachelor's Degree,.,.,M,336,353,17,5.1%,6.3%,36,"$70,694","$65,427",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,254031,Library Technicians,Some College/Associate Degree & Training/Certification,Some College/Associate Degree,Training/Certification,.,No data,141,135,-6,-4.3%,-3.0%,20,"$38,698","$38,494",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,259031,Instructional Coordinators,Graduate/Professional Degree & Work Experience,Graduate/Professional Degree,.,Work Experience,No data,347,368,21,6.1%,6.3%,35,"$75,076","$74,474",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,259099,"Education, Training, and Library Workers, All Other",Bachelor's Degree,Bachelor's Degree,.,.,No data,205,214,9,4.4%,5.7%,21,"$54,379","$52,881",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.2,Professional Support Services,273091,Interpreters and Translators,Bachelor's Degree,Bachelor's Degree,.,.,N,37,39,2,5.4%,19.2%,4,"$58,424","$49,544",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,.,.,.,.,.,.,.,"13,634","14,350",716,5.3%,.,"1,307",.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251011,"Business Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,343,389,46,13.4%,14.7%,36,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251021,"Computer Science Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,176,181,5,2.8%,4.2%,15,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251022,"Mathematical Science Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,207,210,3,1.4%,2.9%,18,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251032,"Engineering Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,258,283,25,9.7%,11.2%,24,"$107,152","$99,522",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251042,"Biological Science Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,183,201,18,9.8%,11.7%,18,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251052,"Chemistry Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,61,64,3,4.9%,6.3%,5,"$112,215","$96,699",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251054,"Physics Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,109,115,6,5.5%,6.5%,10,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251063,"Economics Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,56,60,4,7.1%,7.9%,5,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251065,"Political Science Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,224,239,15,6.7%,7.6%,21,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251066,"Psychology Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,72,80,8,11.1%,11.7%,8,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251067,"Sociology Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,45,47,2,4.4%,6.3%,4,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251071,"Health Specialties Teachers, Postsecondary",Graduate/Professional Degree & Work Experience,Graduate/Professional Degree,.,Work Experience,No data,"1,089","1,325",236,21.7%,23.2%,123,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251081,"Education Teachers, Postsecondary",Graduate/Professional Degree & Work Experience,Graduate/Professional Degree,.,Work Experience,No data,167,178,11,6.6%,7.8%,15,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251121,"Art, Drama, and Music Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,151,161,10,6.6%,7.9%,14,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251123,"English Language and Literature Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,205,213,8,3.9%,4.1%,19,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251124,"Foreign Language and Literature Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,120,128,8,6.7%,7.9%,12,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251125,"History Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,96,101,5,5.2%,6.3%,8,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251126,"Philosophy and Religion Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,82,89,7,8.5%,9.7%,8,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251193,"Recreation and Fitness Studies Teachers, Postsecondary",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,59,61,2,3.4%,4.5%,5,Confidential,Confidential,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251194,"Vocational Education Teachers, Postsecondary",Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,No data,76,78,2,2.6%,-3.0%,7,"$50,210","$51,537",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,251199,"Postsecondary Teachers, All Other",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,59,60,1,1.7%,4.0%,5,"$57,677","$54,550",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252011,"Preschool Teachers, Except Special Education",Bachelor's Degree,Bachelor's Degree,.,.,No data,621,656,35,5.6%,7.1%,68,"$38,568","$29,989",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252012,"Kindergarten Teachers, Except Special Education",Bachelor's Degree,Bachelor's Degree,.,.,No data,239,245,6,2.5%,3.8%,26,"$68,595","$66,477",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252021,"Elementary School Teachers, Except Special Education",Bachelor's Degree,Bachelor's Degree,.,.,No data,"2,094","2,139",45,2.1%,3.3%,160,"$65,322","$63,393",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252022,"Middle School Teachers, Except Special and Career/Technical Education",Bachelor's Degree,Bachelor's Degree,.,.,No data,996,"1,018",22,2.2%,3.5%,76,"$64,971","$62,556",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252031,"Secondary School Teachers, Except Special and Career/Technical Education",Bachelor's Degree,Bachelor's Degree,.,.,No data,"1,369","1,401",32,2.3%,3.6%,99,"$63,325","$60,089",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252032,"Career/Technical Education Teachers, Secondary School",Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,No data,117,119,2,1.7%,2.2%,8,"$73,959","$73,398",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252051,"Special Education Teachers, Preschool",Bachelor's Degree,Bachelor's Degree,.,.,No data,20,20,0,0.0%,7.7%,2,"$61,811","$59,280",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252052,"Special Education Teachers, Kindergarten and Elementary School",Bachelor's Degree,Bachelor's Degree,.,.,No data,239,243,4,1.7%,2.8%,18,"$64,985","$65,014",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252053,"Special Education Teachers, Middle School",Bachelor's Degree,Bachelor's Degree,.,.,No data,133,135,2,1.5%,2.7%,10,"$61,246","$59,420",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,252054,"Special Education Teachers, Secondary School",Bachelor's Degree,Bachelor's Degree,.,.,No data,199,202,3,1.5%,3.0%,15,"$65,573","$65,088",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,253011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Bachelor's Degree,Bachelor's Degree,.,.,No data,74,66,-8,-10.8%,-10.3%,7,"$52,626","$51,668",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,253021,Self-Enrichment Education Teachers,Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,No data,215,246,31,14.4%,11.8%,29,"$34,167","$32,529",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,253097,"Teachers and Instructors, All Other, Except Substitute Teachers",Bachelor's Degree,Bachelor's Degree,.,.,No data,245,265,20,8.2%,8.5%,31,"$53,553","$51,008",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,253098,Substitute Teachers,Bachelor's Degree,Bachelor's Degree,.,.,No data,"1,212","1,236",24,2.0%,3.3%,142,"$29,855","$24,944",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,259041,Teacher Assistants,Some College/Associate Degree,Some College/Associate Degree,.,.,M,"1,733","1,777",44,2.5%,4.0%,189,"$26,618","$25,942",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),5,Education and Training,5.3,Teaching/Training,272022,Coaches and Scouts,Bachelor's Degree,Bachelor's Degree,.,.,N,290,319,29,10.0%,10.5%,47,"$69,616","$45,058",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,.,.,.,.,.,.,.,.,.,"7,510","7,802",292,3.9%,.,801,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.3,Accounting,.,.,.,.,.,.,.,"4,320","4,420",100,2.3%,.,473,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.3,Accounting,132011,Accountants and Auditors,Bachelor's Degree,Bachelor's Degree,.,.,N,"1,867","2,013",146,7.8%,6.4%,196,"$76,219","$71,563",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.3,Accounting,433021,Billing and Posting Clerks,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,283,311,28,9.9%,10.3%,35,"$39,570","$38,253",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.3,Accounting,433031,"Bookkeeping, Accounting, and Auditing Clerks",Some College/Associate Degree & Training/Certification,Some College/Associate Degree,Training/Certification,.,M,"2,170","2,096",-74,-3.4%,-3.9%,242,"$43,407","$40,598",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,.,.,.,.,.,.,.,"1,250","1,263",13,1.0%,.,137,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,132072,Loan Officers,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,No data,273,295,22,8.1%,7.7%,26,"$81,824","$80,340",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,433011,Bill and Account Collectors,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,N,238,231,-7,-2.9%,-7.5%,27,"$40,398","$36,433",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,433071,Tellers,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,485,474,-11,-2.3%,-12.2%,57,"$34,034","$34,011",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,434041,"Credit Authorizers, Checkers, and Clerks",HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,N,18,16,-2,-11.1%,-4.5%,1,"$36,117","$31,260",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.5,Banking Services,434131,Loan Interviewers and Clerks,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,236,247,11,4.7%,8.6%,26,"$45,906","$41,068",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.2,Business Finance,.,.,.,.,.,.,.,834,933,99,11.9%,.,81,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.2,Business Finance,113031,Financial Managers,Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,N,474,557,83,17.5%,16.0%,48,"$148,685","$133,375",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.2,Business Finance,132031,Budget Analysts,Bachelor's Degree,Bachelor's Degree,.,.,N,123,131,8,6.5%,4.2%,11,"$75,548","$73,826",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.2,Business Finance,132051,Financial Analysts,Bachelor's Degree,Bachelor's Degree,.,.,No data,157,165,8,5.1%,6.2%,15,"$90,914","$85,380",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.2,Business Finance,132099,"Financial Specialists, All Other",Bachelor's Degree,Bachelor's Degree,.,.,No data,80,80,0,0.0%,6.2%,7,"$74,644","$68,408",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.4,Insurance,.,.,.,.,.,.,.,502,535,33,6.6%,.,53,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.4,Insurance,131031,"Claims Adjusters, Examiners, and Investigators",Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,No data,56,54,-2,-3.6%,-4.2%,4,"$67,719","$68,651",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.4,Insurance,413021,Insurance Sales Agents,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,N,352,385,33,9.4%,10.2%,39,"$99,682","$50,243",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.4,Insurance,439041,Insurance Claims and Policy Processing Clerks,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,94,96,2,2.1%,4.2%,10,"$38,336","$38,260",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.1,Securities and Investments,.,.,.,.,.,.,.,604,651,47,7.8%,.,57,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.1,Securities and Investments,132052,Personal Financial Advisors,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,N,398,424,26,6.5%,7.0%,34,"$138,649","$115,748",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),6,Finance,6.1,Securities and Investments,413031,"Securities, Commodities, and Financial Services Sales Agents",Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,F,206,227,21,10.2%,4.2%,23,"$92,423","$57,314",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,.,.,.,.,.,.,.,.,.,"1,366","1,455",89,6.5%,.,136,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.2,National Security,.,.,.,.,.,.,.,25,25,0,0.0%,.,2,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.2,National Security,339093,Transportation Security Screeners,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,No data,25,25,0,0.0%,1.1%,2,"$39,550","$38,662",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.4,Planning,.,.,.,.,.,.,.,99,111,12,12.1%,.,11,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.4,Planning,193051,Urban and Regional Planners,Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,99,111,12,12.1%,10.7%,11,"$64,761","$61,721",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.7,Public Management and Administration,.,.,.,.,.,.,.,398,419,21,5.3%,.,40,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.7,Public Management and Administration,119131,Postmasters and Mail Superintendents,Bachelor's Degree & Training/Certification & Work Experience,Bachelor's Degree,Training/Certification,Work Experience,No data,33,24,-9,-27.3%,-27.5%,1,"$77,561","$75,854",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.7,Public Management and Administration,434031,"Court, Municipal, and License Clerks",HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,160,172,12,7.5%,4.4%,17,"$38,624","$34,718",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.7,Public Management and Administration,434061,"Eligibility Interviewers, Government Programs",HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,205,223,18,8.8%,4.4%,22,"$40,874","$38,594",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.6,Regulation,.,.,.,.,.,.,.,733,781,48,6.5%,.,74,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.6,Regulation,131041,Compliance Officers,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,N,361,381,20,5.5%,5.8%,34,"$81,295","$69,849",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.6,Regulation,299011,Occupational Health and Safety Specialists,Bachelor's Degree,Bachelor's Degree,.,.,No data,159,168,9,5.7%,6.2%,10,"$66,741","$62,743",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.6,Regulation,452011,Agricultural Inspectors,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,No data,25,32,7,28.0%,4.2%,5,"$48,540","$48,323",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.6,Regulation,474011,Construction and Building Inspectors,HS Diploma & Training/Certification & Work Experience,HS Diploma,Training/Certification,Work Experience,F,188,200,12,6.4%,6.6%,25,"$56,632","$55,182",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.5,Revenue and Taxation,.,.,.,.,.,.,.,111,119,8,7.2%,.,9,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.5,Revenue and Taxation,132021,Appraisers and Assessors of Real Estate,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,No data,70,75,5,7.1%,7.0%,5,"$58,682","$54,892",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),7,Government and Public Administration,7.5,Revenue and Taxation,132081,"Tax Examiners and Collectors, and Revenue Agents",Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,N,41,44,3,7.3%,-2.4%,4,"$55,803","$47,108",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,.,.,.,.,.,.,.,.,.,"15,505","17,305","1,800",11.6%,.,"1,354",.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.5,Biotechnology Research and Development,.,.,.,.,.,.,.,580,611,31,5.3%,.,56,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.5,Biotechnology Research and Development,172031,Biomedical Engineers,Bachelor's Degree,Bachelor's Degree,.,.,No data,35,35,0,0.0%,3.6%,3,"$88,708","$75,726",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.5,Biotechnology Research and Development,191042,"Medical Scientists, Except Epidemiologists",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,545,576,31,5.7%,8.1%,53,"$78,142","$63,192",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,.,.,.,.,.,.,.,788,853,65,8.2%,.,59,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292031,Cardiovascular Technologists and Technicians,Some College/Associate Degree,Some College/Associate Degree,.,.,N,132,138,6,4.5%,6.6%,8,"$43,938","$35,773",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292032,Diagnostic Medical Sonographers,Some College/Associate Degree,Some College/Associate Degree,.,.,M,95,111,16,16.8%,19.5%,7,"$81,606","$83,807",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292033,Nuclear Medicine Technologists,Bachelor's Degree,Bachelor's Degree,.,.,No data,20,20,0,0.0%,6.9%,1,"$80,518","$81,916",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292034,Radiologic Technologists,Some College/Associate Degree,Some College/Associate Degree,.,.,N,230,242,12,5.2%,9.0%,14,"$65,407","$61,666",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292035,Magnetic Resonance Imaging Technologists,Some College/Associate Degree & Work Experience,Some College/Associate Degree,.,Work Experience,N,21,21,0,0.0%,10.9%,1,"$78,637","$76,556",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,292099,"Health Technologists and Technicians, All Other",Some College/Associate Degree & Training/Certification,Some College/Associate Degree,Training/Certification,.,No data,178,187,9,5.1%,17.4%,13,"$46,490","$40,395",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.2,Diagnostic Services,319097,Phlebotomists,Some College/Associate Degree & Training/Certification,Some College/Associate Degree,Training/Certification,.,M,112,134,22,19.6%,23.0%,15,"$35,768","$34,424",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.3,Health Informatics,.,.,.,.,.,.,.,"1,407","1,587",180,12.8%,.,152,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.3,Health Informatics,119111,Medical and Health Services Managers,Bachelor's Degree & Work Experience,Bachelor's Degree,.,Work Experience,N,533,612,79,14.8%,17.6%,53,"$124,503","$105,499",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.3,Health Informatics,211091,Health Educators,Bachelor's Degree,Bachelor's Degree,.,.,No data,107,116,9,8.4%,10.3%,13,"$71,390","$64,719",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.3,Health Informatics,292071,Medical Records and Health Information Technicians,Some College/Associate Degree & Training/Certification,Some College/Associate Degree,Training/Certification,.,No data,275,297,22,8.0%,10.7%,20,"$47,731","$42,825",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.3,Health Informatics,436013,Medical Secretaries,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,M,492,562,70,14.2%,16.0%,66,"$39,133","$38,495",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.4,Support Services,.,.,.,.,.,.,.,395,448,53,13.4%,.,50,.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.4,Support Services,211022,Healthcare Social Workers,Graduate/Professional Degree & Training/Certification,Graduate/Professional Degree,Training/Certification,.,M,222,245,23,10.4%,17.0%,25,"$66,790","$64,946",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.4,Support Services,312022,Physical Therapist Aides,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,No data,77,97,20,26.0%,22.8%,13,"$29,065","$28,327",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.4,Support Services,319093,Medical Equipment Preparers,HS Diploma & Training/Certification,HS Diploma,Training/Certification,.,No data,96,106,10,10.4%,8.0%,12,"$33,446","$32,704",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,.,.,.,.,.,.,.,"12,335","13,806","1,471",11.9%,.,"1,037",.,.,,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,291011,Chiropractors,Graduate/Professional Degree,Graduate/Professional Degree,.,.,F,20,22,2,10.0%,7.4%,0,"$61,959","$57,286",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,291021,"Dentists, General",Graduate/Professional Degree,Graduate/Professional Degree,.,.,No data,196,214,18,9.2%,7.6%,8,"$178,926","$131,434",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,291031,Dietitians and Nutritionists,Bachelor's Degree & Training/Certification,Bachelor's Degree,Training/Certification,.,M,51,56,5,9.8%,11.2%,4,"$62,273","$61,307",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,291051,Pharmacists,Graduate/Professional Degree,Graduate/Professional Degree,.,.,N,364,376,12,3.3%,0.0%,18,"$127,544","$134,709",,,,,,,,
446,Piedmont Workforce Network (LWDA VI),8,Health Science,8.1,Therapeutic Services,291062,Family and General Practitioners,Graduate/Professional Degree & Training/Certification,Graduate/Professional Degree,Training/Certification,.,No data,275,301,26,9.5%,9.8%,12,"$243,688",No data,,,,,,,,
